2020-06-09-19-18-24	=============== Application Start ==============
2020-06-09-19-18-43	grip wait finish
2020-06-09-19-18-43	dxl wait start
2020-06-09-19-18-43	[offset] x:=26.388000,y:=-1.121000,z:=-1.000000
2020-06-09-19-18-43	repicking object : 0
2020-06-09-19-18-43	[offset] x:=26.921000,y:=-1.685000,z:=-1.000000
2020-06-09-19-18-43	repicking object : 0
2020-06-09-19-18-43	dxl wait finish
2020-06-09-19-18-43	dxl wait start
2020-06-09-19-18-44	[offset] x:=25.991000,y:=-1.621000,z:=-1.000000
2020-06-09-19-18-44	repicking object : 0
2020-06-09-19-18-44	[offset] x:=25.651000,y:=-1.901000,z:=-1.000000
2020-06-09-19-18-44	repicking object : 0
2020-06-09-19-18-44	[offset] x:=25.556000,y:=-1.940000,z:=-0.000000
2020-06-09-19-18-44	repicking object : 0
2020-06-09-19-18-44	[offset] x:=25.383000,y:=-2.109000,z:=-0.000000
2020-06-09-19-18-44	repicking object : 0
2020-06-09-19-18-45	dxl wait finish
2020-06-09-19-18-45	dxl wait start
2020-06-09-19-18-45	[offset] x:=25.168000,y:=-1.913000,z:=-0.000000
2020-06-09-19-18-45	repicking object : 0
2020-06-09-19-18-45	[offset] x:=25.157000,y:=-2.186000,z:=-0.000000
2020-06-09-19-18-45	repicking object : 0
2020-06-09-19-18-45	dxl wait finish
2020-06-09-19-18-45	grip wait start
2020-06-09-19-18-45	[offset] x:=25.382000,y:=-1.634000,z:=-359.000000
2020-06-09-19-18-45	repicking object : 0
2020-06-09-19-18-46	grip wait finish
2020-06-09-19-18-46	dxl wait start
2020-06-09-19-18-46	[offset] x:=25.390000,y:=-1.623000,z:=-0.000000
2020-06-09-19-18-46	repicking object : 0
2020-06-09-19-18-46	dxl wait finish
2020-06-09-19-18-46	dxl wait start
2020-06-09-19-18-46	[offset] x:=25.108000,y:=-2.274000,z:=-0.000000
2020-06-09-19-18-46	repicking object : 0
2020-06-09-19-18-47	[offset] x:=25.135000,y:=-2.015000,z:=-0.000000
2020-06-09-19-18-47	repicking object : 0
2020-06-09-19-18-47	[offset] x:=25.186000,y:=-2.140000,z:=-0.000000
2020-06-09-19-18-47	repicking object : 0
2020-06-09-19-18-47	[offset] x:=25.298000,y:=-1.944000,z:=-0.000000
2020-06-09-19-18-47	repicking object : 0
2020-06-09-19-18-47	dxl wait finish
2020-06-09-19-18-47	dxl wait start
2020-06-09-19-18-48	[offset] x:=25.087000,y:=-2.047000,z:=-0.000000
2020-06-09-19-18-48	repicking object : 0
2020-06-09-19-18-48	[offset] x:=25.149000,y:=-2.172000,z:=-0.000000
2020-06-09-19-18-48	repicking object : 0
2020-06-09-19-18-48	dxl wait finish
2020-06-09-19-18-48	grip wait start
2020-06-09-19-18-48	[offset] x:=26.484000,y:=-1.865000,z:=-359.000000
2020-06-09-19-18-48	repicking object : 0
2020-06-09-19-18-49	grip wait finish
2020-06-09-19-18-49	dxl wait start
2020-06-09-19-18-49	[offset] x:=25.376000,y:=-1.606000,z:=-0.000000
2020-06-09-19-18-49	repicking object : 0
2020-06-09-19-18-49	dxl wait finish
2020-06-09-19-18-49	dxl wait start
2020-06-09-19-18-49	[offset] x:=25.012000,y:=-2.357000,z:=-0.000000
2020-06-09-19-18-49	repicking object : 0
2020-06-09-19-18-50	[offset] x:=25.111000,y:=-2.140000,z:=-0.000000
2020-06-09-19-18-50	repicking object : 0
