2020-06-09-18-35-13	=============== Application Start ==============
2020-06-09-18-35-43	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-35-43	repicking object : 0
2020-06-09-18-35-44	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-35-44	repicking object : 0
2020-06-09-18-35-44	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-35-44	repicking object : 0
2020-06-09-18-35-45	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-35-45	repicking object : 0
2020-06-09-18-35-45	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-35-45	repicking object : 0
2020-06-09-18-35-45	grip wait finish
2020-06-09-18-35-45	dxl wait start
2020-06-09-18-35-46	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-35-46	repicking object : 0
2020-06-09-18-35-46	dxl wait finish
2020-06-09-18-35-46	dxl wait start
2020-06-09-18-35-46	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-35-46	repicking object : 0
2020-06-09-18-35-46	[offset] x:=39.787000,y:=-51.980000,z:=-5.000000
2020-06-09-18-35-46	repicking object : 0
2020-06-09-18-35-46	[offset] x:=39.935000,y:=-52.184000,z:=-5.000000
2020-06-09-18-35-46	repicking object : 0
2020-06-09-18-35-47	[offset] x:=40.010000,y:=-51.784000,z:=-4.000000
2020-06-09-18-35-47	repicking object : 0
2020-06-09-18-35-47	dxl wait finish
2020-06-09-18-35-47	dxl wait start
2020-06-09-18-35-47	[offset] x:=39.924000,y:=-52.145000,z:=-5.000000
2020-06-09-18-35-47	repicking object : 0
2020-06-09-18-35-47	[offset] x:=39.844000,y:=-52.054000,z:=-5.000000
2020-06-09-18-35-47	repicking object : 0
2020-06-09-18-35-48	dxl wait finish
2020-06-09-18-35-48	grip wait start
2020-06-09-18-35-48	[offset] x:=39.774000,y:=-52.115000,z:=-5.000000
2020-06-09-18-35-48	repicking object : 0
2020-06-09-18-35-48	[offset] x:=39.516000,y:=-51.625000,z:=-5.000000
2020-06-09-18-35-48	repicking object : 0
2020-06-09-18-35-49	[offset] x:=39.447000,y:=-51.774000,z:=-4.000000
2020-06-09-18-35-49	repicking object : 0
2020-06-09-18-35-49	[offset] x:=39.113000,y:=-51.942000,z:=-6.000000
2020-06-09-18-35-49	repicking object : 0
2020-06-09-18-35-50	[offset] x:=38.870000,y:=-51.581000,z:=-5.000000
2020-06-09-18-35-50	repicking object : 0
2020-06-09-18-35-50	[offset] x:=38.925000,y:=-52.355000,z:=-6.000000
2020-06-09-18-35-50	repicking object : 0
2020-06-09-18-35-51	[offset] x:=38.925000,y:=-52.556000,z:=-6.000000
2020-06-09-18-35-51	repicking object : 0
2020-06-09-18-35-51	grip wait finish
2020-06-09-18-35-51	dxl wait start
2020-06-09-18-35-51	[offset] x:=39.133000,y:=-52.642000,z:=-6.000000
2020-06-09-18-35-51	repicking object : 0
2020-06-09-18-35-52	dxl wait finish
2020-06-09-18-35-52	dxl wait start
2020-06-09-18-35-52	[offset] x:=39.962000,y:=-52.242000,z:=-5.000000
2020-06-09-18-35-52	repicking object : 0
2020-06-09-18-35-52	[offset] x:=39.920000,y:=-52.054000,z:=-4.000000
2020-06-09-18-35-52	repicking object : 0
2020-06-09-18-35-52	[offset] x:=40.174000,y:=-52.158000,z:=-5.000000
2020-06-09-18-35-52	repicking object : 0
2020-06-09-18-35-53	[offset] x:=39.972000,y:=-51.659000,z:=-4.000000
2020-06-09-18-35-53	repicking object : 0
2020-06-09-18-35-53	dxl wait finish
2020-06-09-18-35-53	dxl wait start
2020-06-09-18-35-53	[offset] x:=40.121000,y:=-52.174000,z:=-5.000000
2020-06-09-18-35-53	repicking object : 0
2020-06-09-18-35-53	[offset] x:=40.100000,y:=-52.195000,z:=-5.000000
2020-06-09-18-35-53	repicking object : 0
2020-06-09-18-35-53	dxl wait finish
2020-06-09-18-35-53	grip wait start
2020-06-09-18-35-54	[offset] x:=40.481000,y:=-52.856000,z:=-5.000000
2020-06-09-18-35-54	repicking object : 0
2020-06-09-18-35-54	[offset] x:=41.123000,y:=-53.048000,z:=-6.000000
2020-06-09-18-35-54	repicking object : 0
2020-06-09-18-35-55	[offset] x:=42.339000,y:=-51.399000,z:=-9.000000
2020-06-09-18-35-55	repicking object : 0
2020-06-09-18-35-56	[offset] x:=41.914000,y:=-41.420000,z:=-30.000000
2020-06-09-18-35-56	repicking object : 0
2020-06-09-18-35-56	[offset] x:=20.060000,y:=-25.017000,z:=-345.000000
2020-06-09-18-35-56	repicking object : 0
2020-06-09-18-35-57	grip wait finish
2020-06-09-18-35-57	dxl wait start
2020-06-09-18-35-57	[offset] x:=22.471000,y:=-24.718000,z:=-344.000000
2020-06-09-18-35-57	repicking object : 0
2020-06-09-18-35-57	dxl wait finish
2020-06-09-18-35-57	dxl wait start
2020-06-09-18-35-57	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-35-57	repicking object : 0
2020-06-09-18-35-58	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-35-58	repicking object : 0
2020-06-09-18-35-58	[offset] x:=31.598000,y:=25.941000,z:=-0.000000
2020-06-09-18-35-58	repicking object : 0
2020-06-09-18-35-58	[offset] x:=26.761000,y:=8.297000,z:=-360.000000
2020-06-09-18-35-58	repicking object : 0
2020-06-09-18-35-58	dxl wait finish
2020-06-09-18-35-58	dxl wait start
2020-06-09-18-35-58	[offset] x:=26.544000,y:=7.463000,z:=-360.000000
2020-06-09-18-35-58	repicking object : 0
2020-06-09-18-35-59	[offset] x:=25.696000,y:=6.682000,z:=-360.000000
2020-06-09-18-35-59	repicking object : 0
2020-06-09-18-35-59	dxl wait finish
2020-06-09-18-35-59	grip wait start
2020-06-09-18-35-59	[offset] x:=25.155000,y:=6.586000,z:=-360.000000
2020-06-09-18-35-59	repicking object : 0
2020-06-09-18-36-00	[offset] x:=25.900000,y:=6.986000,z:=-0.000000
2020-06-09-18-36-00	repicking object : 0
2020-06-09-18-36-00	[offset] x:=25.798000,y:=6.948000,z:=-0.000000
2020-06-09-18-36-00	repicking object : 0
2020-06-09-18-36-01	[offset] x:=22.399000,y:=7.400000,z:=-1.000000
2020-06-09-18-36-01	repicking object : 0
2020-06-09-18-36-02	[offset] x:=17.946000,y:=7.373000,z:=-3.000000
2020-06-09-18-36-02	repicking object : 0
2020-06-09-18-36-02	grip wait finish
2020-06-09-18-36-02	dxl wait start
2020-06-09-18-36-02	[offset] x:=10.941000,y:=3.011000,z:=-273.000000
2020-06-09-18-36-02	repicking object : 0
2020-06-09-18-36-03	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-03	repicking object : 0
2020-06-09-18-36-03	dxl wait finish
2020-06-09-18-36-03	dxl wait start
2020-06-09-18-36-03	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-03	repicking object : 0
2020-06-09-18-36-03	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-03	repicking object : 0
2020-06-09-18-36-04	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-04	repicking object : 0
2020-06-09-18-36-04	dxl wait finish
2020-06-09-18-36-04	dxl wait start
2020-06-09-18-36-04	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-04	repicking object : 0
2020-06-09-18-36-04	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-04	repicking object : 0
2020-06-09-18-36-05	dxl wait finish
2020-06-09-18-36-05	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-05	grip wait start
2020-06-09-18-36-05	repicking object : 0
2020-06-09-18-36-05	[offset] x:=15.403000,y:=14.812000,z:=-174.000000
2020-06-09-18-36-05	repicking object : 1
2020-06-09-18-36-06	[offset] x:=18.561000,y:=-4.690000,z:=-182.000000
2020-06-09-18-36-06	repicking object : 1
2020-06-09-18-36-06	[offset] x:=18.121000,y:=-4.421000,z:=-183.000000
2020-06-09-18-36-06	repicking object : 1
2020-06-09-18-36-07	[offset] x:=17.857000,y:=-4.578000,z:=-182.000000
2020-06-09-18-36-07	repicking object : 1
2020-06-09-18-36-08	[offset] x:=17.986000,y:=-4.554000,z:=-182.000000
2020-06-09-18-36-08	repicking object : 1
2020-06-09-18-36-08	grip wait finish
2020-06-09-18-36-08	dxl wait start
2020-06-09-18-36-08	[offset] x:=17.947000,y:=-4.544000,z:=-182.000000
2020-06-09-18-36-08	repicking object : 1
2020-06-09-18-36-08	dxl wait finish
2020-06-09-18-36-08	dxl wait start
2020-06-09-18-36-09	[offset] x:=17.816000,y:=-4.787000,z:=-183.000000
2020-06-09-18-36-09	repicking object : 1
2020-06-09-18-36-09	[offset] x:=17.773000,y:=-4.781000,z:=-183.000000
2020-06-09-18-36-09	repicking object : 1
2020-06-09-18-36-09	[offset] x:=17.946000,y:=-4.586000,z:=-183.000000
2020-06-09-18-36-09	repicking object : 1
2020-06-09-18-36-09	dxl wait finish
2020-06-09-18-36-09	dxl wait start
2020-06-09-18-36-09	[offset] x:=17.884000,y:=-4.689000,z:=-183.000000
2020-06-09-18-36-09	repicking object : 1
2020-06-09-18-36-10	[offset] x:=17.774000,y:=-4.815000,z:=-183.000000
2020-06-09-18-36-10	repicking object : 1
2020-06-09-18-36-10	dxl wait finish
2020-06-09-18-36-10	grip wait start
2020-06-09-18-36-10	[offset] x:=17.732000,y:=-4.891000,z:=-183.000000
2020-06-09-18-36-10	repicking object : 1
2020-06-09-18-36-10	[offset] x:=18.465000,y:=-4.248000,z:=-183.000000
2020-06-09-18-36-10	repicking object : 1
2020-06-09-18-36-11	[offset] x:=18.047000,y:=-4.516000,z:=-182.000000
2020-06-09-18-36-11	repicking object : 1
2020-06-09-18-36-12	[offset] x:=17.984000,y:=-4.543000,z:=-182.000000
2020-06-09-18-36-12	repicking object : 1
2020-06-09-18-36-12	[offset] x:=18.336000,y:=-4.602000,z:=-182.000000
2020-06-09-18-36-12	repicking object : 1
2020-06-09-18-36-13	[offset] x:=16.413000,y:=-5.497000,z:=-179.000000
2020-06-09-18-36-13	repicking object : 1
2020-06-09-18-36-13	grip wait finish
2020-06-09-18-36-13	dxl wait start
2020-06-09-18-36-14	[offset] x:=14.715000,y:=-7.005000,z:=-176.000000
2020-06-09-18-36-14	repicking object : 1
2020-06-09-18-36-14	dxl wait finish
2020-06-09-18-36-14	dxl wait start
2020-06-09-18-36-14	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-14	repicking object : 0
2020-06-09-18-36-14	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-14	repicking object : 0
2020-06-09-18-36-15	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-15	repicking object : 0
2020-06-09-18-36-15	dxl wait finish
2020-06-09-18-36-15	dxl wait start
2020-06-09-18-36-15	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-15	repicking object : 0
2020-06-09-18-36-15	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-15	repicking object : 0
2020-06-09-18-36-16	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-16	repicking object : 0
2020-06-09-18-36-16	dxl wait finish
2020-06-09-18-36-16	grip wait start
2020-06-09-18-36-16	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-16	repicking object : 0
2020-06-09-18-36-17	[offset] x:=15.372000,y:=-9.563000,z:=-271.000000
2020-06-09-18-36-17	repicking object : 0
2020-06-09-18-36-17	[offset] x:=17.862000,y:=-5.569000,z:=-2.000000
2020-06-09-18-36-17	repicking object : 0
2020-06-09-18-36-18	[offset] x:=17.557000,y:=-4.335000,z:=-1.000000
2020-06-09-18-36-18	repicking object : 0
2020-06-09-18-36-19	[offset] x:=17.462000,y:=-4.297000,z:=-1.000000
2020-06-09-18-36-19	repicking object : 0
2020-06-09-18-36-19	grip wait finish
2020-06-09-18-36-19	dxl wait start
2020-06-09-18-36-19	[offset] x:=17.405000,y:=-4.277000,z:=-1.000000
2020-06-09-18-36-19	repicking object : 0
2020-06-09-18-36-19	dxl wait finish
2020-06-09-18-36-19	dxl wait start
2020-06-09-18-36-19	[offset] x:=17.334000,y:=-4.873000,z:=-0.000000
2020-06-09-18-36-19	repicking object : 0
2020-06-09-18-36-20	[offset] x:=17.134000,y:=-4.516000,z:=-1.000000
2020-06-09-18-36-20	repicking object : 0
2020-06-09-18-36-20	[offset] x:=17.341000,y:=-4.888000,z:=-1.000000
2020-06-09-18-36-20	repicking object : 0
2020-06-09-18-36-20	dxl wait finish
2020-06-09-18-36-20	dxl wait start
2020-06-09-18-36-20	[offset] x:=17.339000,y:=-4.899000,z:=-0.000000
2020-06-09-18-36-20	repicking object : 0
2020-06-09-18-36-21	[offset] x:=17.221000,y:=-4.523000,z:=-1.000000
2020-06-09-18-36-21	repicking object : 0
2020-06-09-18-36-21	[offset] x:=17.301000,y:=-4.850000,z:=-0.000000
2020-06-09-18-36-21	repicking object : 0
2020-06-09-18-36-21	dxl wait finish
2020-06-09-18-36-21	grip wait start
2020-06-09-18-36-21	[offset] x:=19.477000,y:=-5.650000,z:=-2.000000
2020-06-09-18-36-21	repicking object : 0
2020-06-09-18-36-22	[offset] x:=17.417000,y:=-4.282000,z:=-1.000000
2020-06-09-18-36-22	repicking object : 0
2020-06-09-18-36-23	[offset] x:=17.442000,y:=-4.277000,z:=-1.000000
2020-06-09-18-36-23	repicking object : 0
2020-06-09-18-36-23	[offset] x:=18.403000,y:=-3.817000,z:=-1.000000
2020-06-09-18-36-23	repicking object : 0
2020-06-09-18-36-24	[offset] x:=16.959000,y:=-4.748000,z:=-2.000000
2020-06-09-18-36-24	repicking object : 0
2020-06-09-18-36-24	grip wait finish
2020-06-09-18-36-24	dxl wait start
2020-06-09-18-36-25	[offset] x:=11.107000,y:=-9.186000,z:=-273.000000
2020-06-09-18-36-25	repicking object : 0
2020-06-09-18-36-25	dxl wait finish
2020-06-09-18-36-25	dxl wait start
2020-06-09-18-36-25	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-25	repicking object : 0
2020-06-09-18-36-25	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-25	repicking object : 0
2020-06-09-18-36-26	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-26	repicking object : 0
2020-06-09-18-36-26	dxl wait finish
2020-06-09-18-36-26	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-26	dxl wait start
2020-06-09-18-36-26	repicking object : 0
2020-06-09-18-36-26	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-26	repicking object : 0
2020-06-09-18-36-27	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-27	repicking object : 0
2020-06-09-18-36-27	dxl wait finish
2020-06-09-18-36-27	grip wait start
2020-06-09-18-36-27	[offset] x:=16.033000,y:=3.798000,z:=-175.000000
2020-06-09-18-36-27	repicking object : 1
2020-06-09-18-36-28	[offset] x:=19.769000,y:=-14.329000,z:=-181.000000
2020-06-09-18-36-28	repicking object : 1
2020-06-09-18-36-28	[offset] x:=19.202000,y:=-14.139000,z:=-181.000000
2020-06-09-18-36-28	repicking object : 1
2020-06-09-18-36-29	[offset] x:=18.838000,y:=-14.278000,z:=-181.000000
2020-06-09-18-36-29	repicking object : 1
2020-06-09-18-36-30	[offset] x:=18.794000,y:=-14.277000,z:=-181.000000
2020-06-09-18-36-30	repicking object : 1
2020-06-09-18-36-30	grip wait finish
2020-06-09-18-36-30	dxl wait start
2020-06-09-18-36-30	[offset] x:=18.862000,y:=-14.263000,z:=-181.000000
2020-06-09-18-36-30	repicking object : 1
2020-06-09-18-36-30	dxl wait finish
2020-06-09-18-36-30	dxl wait start
2020-06-09-18-36-30	[offset] x:=18.759000,y:=-14.574000,z:=-181.000000
2020-06-09-18-36-30	repicking object : 1
2020-06-09-18-36-31	[offset] x:=18.705000,y:=-14.502000,z:=-181.000000
2020-06-09-18-36-31	repicking object : 1
2020-06-09-18-36-31	[offset] x:=18.819000,y:=-14.434000,z:=-181.000000
2020-06-09-18-36-31	repicking object : 1
2020-06-09-18-36-31	[offset] x:=18.983000,y:=-14.277000,z:=-181.000000
2020-06-09-18-36-31	repicking object : 1
2020-06-09-18-36-31	dxl wait finish
2020-06-09-18-36-31	dxl wait start
2020-06-09-18-36-32	[offset] x:=18.731000,y:=-14.473000,z:=-181.000000
2020-06-09-18-36-32	repicking object : 1
2020-06-09-18-36-32	[offset] x:=18.725000,y:=-14.551000,z:=-181.000000
2020-06-09-18-36-32	repicking object : 1
2020-06-09-18-36-32	dxl wait finish
2020-06-09-18-36-32	grip wait start
2020-06-09-18-36-32	[offset] x:=18.227000,y:=-14.952000,z:=-181.000000
2020-06-09-18-36-32	repicking object : 1
2020-06-09-18-36-33	[offset] x:=18.788000,y:=-14.359000,z:=-181.000000
2020-06-09-18-36-33	repicking object : 1
2020-06-09-18-36-33	[offset] x:=18.922000,y:=-14.281000,z:=-181.000000
2020-06-09-18-36-33	repicking object : 1
2020-06-09-18-36-34	[offset] x:=18.801000,y:=-14.329000,z:=-181.000000
2020-06-09-18-36-34	repicking object : 1
2020-06-09-18-36-35	[offset] x:=18.796000,y:=-14.301000,z:=-181.000000
2020-06-09-18-36-35	repicking object : 1
2020-06-09-18-36-35	grip wait finish
2020-06-09-18-36-35	dxl wait start
2020-06-09-18-36-35	[offset] x:=16.689000,y:=-15.457000,z:=-177.000000
2020-06-09-18-36-35	repicking object : 1
2020-06-09-18-36-36	[offset] x:=14.438000,y:=-14.937000,z:=-177.000000
2020-06-09-18-36-36	repicking object : 1
2020-06-09-18-36-36	dxl wait finish
2020-06-09-18-36-36	dxl wait start
2020-06-09-18-36-36	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-36	repicking object : 0
2020-06-09-18-36-36	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-36-36	repicking object : 0
