2020-06-09-18-28-15	=============== Application Start ==============
2020-06-09-18-28-27	grip wait start
2020-06-09-18-28-27	[offset] x:=20.546000,y:=-17.118000,z:=-74.000000
2020-06-09-18-28-27	repicking object : 0
2020-06-09-18-28-28	[offset] x:=14.079000,y:=-15.396000,z:=-344.000000
2020-06-09-18-28-28	repicking object : 0
2020-06-09-18-28-28	[offset] x:=14.109000,y:=-15.449000,z:=-344.000000
2020-06-09-18-28-28	repicking object : 0
2020-06-09-18-28-29	[offset] x:=11.977000,y:=-15.121000,z:=-344.000000
2020-06-09-18-28-29	repicking object : 0
2020-06-09-18-28-29	grip wait finish
2020-06-09-18-28-29	dxl wait start
2020-06-09-18-28-30	[offset] x:=14.946000,y:=-16.292000,z:=-72.000000
2020-06-09-18-28-30	repicking object : 0
2020-06-09-18-28-30	dxl wait finish
2020-06-09-18-28-30	dxl wait start
2020-06-09-18-28-30	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-30	repicking object : 0
2020-06-09-18-28-30	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-30	repicking object : 0
2020-06-09-18-28-31	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-31	repicking object : 0
2020-06-09-18-28-31	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-31	repicking object : 0
2020-06-09-18-28-31	dxl wait finish
2020-06-09-18-28-31	dxl wait start
2020-06-09-18-28-31	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-31	repicking object : 0
2020-06-09-18-28-32	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-32	repicking object : 0
2020-06-09-18-28-32	dxl wait finish
2020-06-09-18-28-32	grip wait start
2020-06-09-18-28-32	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-32	repicking object : 0
2020-06-09-18-28-33	[offset] x:=19.302000,y:=-18.024000,z:=-104.000000
2020-06-09-18-28-33	repicking object : 1
2020-06-09-18-28-33	[offset] x:=23.364000,y:=-25.831000,z:=-105.000000
2020-06-09-18-28-33	repicking object : 1
2020-06-09-18-28-34	[offset] x:=21.529000,y:=-25.279000,z:=-105.000000
2020-06-09-18-28-34	repicking object : 1
2020-06-09-18-28-34	grip wait finish
2020-06-09-18-28-34	dxl wait start
2020-06-09-18-28-34	[offset] x:=21.435000,y:=-25.244000,z:=-105.000000
2020-06-09-18-28-34	repicking object : 1
2020-06-09-18-28-35	[offset] x:=21.410000,y:=-25.244000,z:=-105.000000
2020-06-09-18-28-35	repicking object : 1
2020-06-09-18-28-35	dxl wait finish
2020-06-09-18-28-35	dxl wait start
2020-06-09-18-28-35	[offset] x:=21.335000,y:=-25.433000,z:=-104.000000
2020-06-09-18-28-35	repicking object : 1
2020-06-09-18-28-36	[offset] x:=21.278000,y:=-25.199000,z:=-105.000000
2020-06-09-18-28-36	repicking object : 1
2020-06-09-18-28-36	[offset] x:=21.418000,y:=-25.227000,z:=-105.000000
2020-06-09-18-28-36	repicking object : 1
2020-06-09-18-28-36	dxl wait finish
2020-06-09-18-28-36	dxl wait start
2020-06-09-18-28-36	[offset] x:=21.408000,y:=-25.334000,z:=-104.000000
2020-06-09-18-28-36	repicking object : 1
2020-06-09-18-28-37	[offset] x:=21.199000,y:=-25.283000,z:=-105.000000
2020-06-09-18-28-37	repicking object : 1
2020-06-09-18-28-37	dxl wait finish
2020-06-09-18-28-37	grip wait start
2020-06-09-18-28-37	[offset] x:=21.335000,y:=-25.621000,z:=-105.000000
2020-06-09-18-28-37	repicking object : 1
2020-06-09-18-28-37	[offset] x:=21.865000,y:=-25.357000,z:=-105.000000
2020-06-09-18-28-37	repicking object : 1
2020-06-09-18-28-38	[offset] x:=22.096000,y:=-24.629000,z:=-104.000000
2020-06-09-18-28-38	repicking object : 1
2020-06-09-18-28-39	[offset] x:=21.473000,y:=-25.240000,z:=-105.000000
2020-06-09-18-28-39	repicking object : 1
2020-06-09-18-28-39	grip wait finish
2020-06-09-18-28-39	dxl wait start
2020-06-09-18-28-39	[offset] x:=19.613000,y:=-24.998000,z:=-107.000000
2020-06-09-18-28-39	repicking object : 1
2020-06-09-18-28-40	[offset] x:=15.861000,y:=-22.841000,z:=-108.000000
2020-06-09-18-28-40	repicking object : 1
2020-06-09-18-28-40	dxl wait finish
2020-06-09-18-28-40	dxl wait start
2020-06-09-18-28-40	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-40	repicking object : 0
2020-06-09-18-28-40	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-40	repicking object : 0
2020-06-09-18-28-41	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-41	repicking object : 0
2020-06-09-18-28-41	dxl wait finish
2020-06-09-18-28-41	dxl wait start
2020-06-09-18-28-41	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-41	repicking object : 0
2020-06-09-18-28-41	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-41	repicking object : 0
2020-06-09-18-28-42	dxl wait finish
2020-06-09-18-28-42	grip wait start
2020-06-09-18-28-42	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-42	repicking object : 0
2020-06-09-18-28-42	[offset] x:=8.167000,y:=-20.464000,z:=-339.000000
2020-06-09-18-28-42	repicking object : 0
2020-06-09-18-28-43	[offset] x:=12.459000,y:=-17.684000,z:=-342.000000
2020-06-09-18-28-43	repicking object : 0
2020-06-09-18-28-43	[offset] x:=12.270000,y:=-17.935000,z:=-342.000000
2020-06-09-18-28-43	repicking object : 0
2020-06-09-18-28-44	[offset] x:=11.948000,y:=-18.376000,z:=-343.000000
2020-06-09-18-28-44	repicking object : 0
2020-06-09-18-28-44	grip wait finish
2020-06-09-18-28-44	dxl wait start
2020-06-09-18-28-45	[offset] x:=11.913000,y:=-18.521000,z:=-343.000000
2020-06-09-18-28-45	repicking object : 0
2020-06-09-18-28-45	dxl wait finish
2020-06-09-18-28-45	dxl wait start
2020-06-09-18-28-45	[offset] x:=11.556000,y:=-18.569000,z:=-343.000000
2020-06-09-18-28-45	repicking object : 0
2020-06-09-18-28-45	[offset] x:=11.675000,y:=-18.582000,z:=-343.000000
2020-06-09-18-28-45	repicking object : 0
2020-06-09-18-28-46	[offset] x:=11.951000,y:=-18.520000,z:=-343.000000
2020-06-09-18-28-46	repicking object : 0
2020-06-09-18-28-46	dxl wait finish
2020-06-09-18-28-46	dxl wait start
2020-06-09-18-28-46	[offset] x:=11.661000,y:=-18.487000,z:=-343.000000
2020-06-09-18-28-46	repicking object : 0
2020-06-09-18-28-46	[offset] x:=11.633000,y:=-18.685000,z:=-343.000000
2020-06-09-18-28-46	repicking object : 0
2020-06-09-18-28-46	dxl wait finish
2020-06-09-18-28-46	grip wait start
2020-06-09-18-28-47	[offset] x:=11.611000,y:=-18.817000,z:=-343.000000
2020-06-09-18-28-47	repicking object : 0
2020-06-09-18-28-47	[offset] x:=12.542000,y:=-17.799000,z:=-342.000000
2020-06-09-18-28-47	repicking object : 0
2020-06-09-18-28-48	[offset] x:=11.902000,y:=-18.382000,z:=-343.000000
2020-06-09-18-28-48	repicking object : 0
2020-06-09-18-28-48	[offset] x:=11.578000,y:=-17.908000,z:=-342.000000
2020-06-09-18-28-48	repicking object : 0
2020-06-09-18-28-49	[offset] x:=9.237000,y:=-17.586000,z:=-343.000000
2020-06-09-18-28-49	repicking object : 0
2020-06-09-18-28-49	grip wait finish
2020-06-09-18-28-49	dxl wait start
2020-06-09-18-28-50	[offset] x:=8.101000,y:=-18.095000,z:=-341.000000
2020-06-09-18-28-50	repicking object : 0
2020-06-09-18-28-50	dxl wait finish
2020-06-09-18-28-50	dxl wait start
2020-06-09-18-28-50	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-50	repicking object : 0
2020-06-09-18-28-50	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-50	repicking object : 0
2020-06-09-18-28-50	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-50	repicking object : 0
2020-06-09-18-28-51	dxl wait finish
2020-06-09-18-28-51	dxl wait start
2020-06-09-18-28-51	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-51	repicking object : 0
2020-06-09-18-28-51	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-51	repicking object : 0
2020-06-09-18-28-51	dxl wait finish
2020-06-09-18-28-51	grip wait start
2020-06-09-18-28-51	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-28-51	repicking object : 0
2020-06-09-18-28-52	[offset] x:=16.787000,y:=-16.333000,z:=-106.000000
2020-06-09-18-28-52	repicking object : 1
2020-06-09-18-28-52	[offset] x:=21.683000,y:=-22.524000,z:=-107.000000
2020-06-09-18-28-52	repicking object : 1
2020-06-09-18-28-53	[offset] x:=23.787000,y:=-23.392000,z:=-107.000000
2020-06-09-18-28-53	repicking object : 1
2020-06-09-18-28-54	[offset] x:=22.882000,y:=-23.124000,z:=-106.000000
2020-06-09-18-28-54	repicking object : 1
2020-06-09-18-28-54	grip wait finish
2020-06-09-18-28-54	dxl wait start
2020-06-09-18-28-54	[offset] x:=22.885000,y:=-23.176000,z:=-106.000000
2020-06-09-18-28-54	repicking object : 1
2020-06-09-18-28-55	dxl wait finish
2020-06-09-18-28-55	dxl wait start
2020-06-09-18-28-55	[offset] x:=22.794000,y:=-23.505000,z:=-106.000000
2020-06-09-18-28-55	repicking object : 1
2020-06-09-18-28-55	[offset] x:=22.738000,y:=-23.295000,z:=-106.000000
2020-06-09-18-28-55	repicking object : 1
2020-06-09-18-28-55	[offset] x:=22.829000,y:=-23.373000,z:=-107.000000
2020-06-09-18-28-55	repicking object : 1
2020-06-09-18-28-56	[offset] x:=23.005000,y:=-23.258000,z:=-106.000000
2020-06-09-18-28-56	repicking object : 1
2020-06-09-18-28-56	dxl wait finish
2020-06-09-18-28-56	dxl wait start
2020-06-09-18-28-56	[offset] x:=22.731000,y:=-23.283000,z:=-106.000000
2020-06-09-18-28-56	repicking object : 1
2020-06-09-18-28-56	[offset] x:=22.820000,y:=-23.504000,z:=-107.000000
2020-06-09-18-28-56	repicking object : 1
2020-06-09-18-28-56	dxl wait finish
2020-06-09-18-28-56	grip wait start
2020-06-09-18-28-57	[offset] x:=23.696000,y:=-24.629000,z:=-107.000000
2020-06-09-18-28-57	repicking object : 1
2020-06-09-18-28-57	[offset] x:=22.879000,y:=-23.104000,z:=-107.000000
2020-06-09-18-28-57	repicking object : 1
2020-06-09-18-28-58	[offset] x:=22.872000,y:=-23.152000,z:=-106.000000
2020-06-09-18-28-58	repicking object : 1
2020-06-09-18-28-59	[offset] x:=20.462000,y:=-22.867000,z:=-109.000000
2020-06-09-18-28-59	repicking object : 1
2020-06-09-18-28-59	grip wait finish
2020-06-09-18-28-59	dxl wait start
2020-06-09-18-28-59	[offset] x:=18.954000,y:=-23.501000,z:=-109.000000
2020-06-09-18-28-59	repicking object : 1
2020-06-09-18-29-00	dxl wait finish
2020-06-09-18-29-00	dxl wait start
2020-06-09-18-29-00	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-00	repicking object : 0
2020-06-09-18-29-00	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-00	repicking object : 0
2020-06-09-18-29-00	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-00	repicking object : 0
2020-06-09-18-29-01	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-01	repicking object : 0
2020-06-09-18-29-01	dxl wait finish
2020-06-09-18-29-01	dxl wait start
2020-06-09-18-29-01	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-01	repicking object : 0
2020-06-09-18-29-01	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-01	repicking object : 0
2020-06-09-18-29-01	dxl wait finish
2020-06-09-18-29-01	grip wait start
2020-06-09-18-29-01	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-01	repicking object : 0
2020-06-09-18-29-02	[offset] x:=9.290000,y:=-20.823000,z:=-339.000000
2020-06-09-18-29-02	repicking object : 0
2020-06-09-18-29-03	[offset] x:=18.795000,y:=-17.769000,z:=-70.000000
2020-06-09-18-29-03	repicking object : 0
2020-06-09-18-29-03	[offset] x:=12.842000,y:=-15.857000,z:=-342.000000
2020-06-09-18-29-03	repicking object : 0
2020-06-09-18-29-04	grip wait finish
2020-06-09-18-29-04	dxl wait start
2020-06-09-18-29-04	[offset] x:=12.498000,y:=-16.298000,z:=-342.000000
2020-06-09-18-29-04	repicking object : 0
2020-06-09-18-29-04	dxl wait finish
2020-06-09-18-29-04	dxl wait start
2020-06-09-18-29-04	[offset] x:=11.952000,y:=-16.629000,z:=-342.000000
2020-06-09-18-29-04	repicking object : 0
2020-06-09-18-29-05	[offset] x:=12.181000,y:=-16.499000,z:=-343.000000
2020-06-09-18-29-05	repicking object : 0
2020-06-09-18-29-05	[offset] x:=12.138000,y:=-16.477000,z:=-343.000000
2020-06-09-18-29-05	repicking object : 0
2020-06-09-18-29-05	[offset] x:=12.515000,y:=-16.370000,z:=-343.000000
2020-06-09-18-29-05	repicking object : 0
2020-06-09-18-29-05	dxl wait finish
2020-06-09-18-29-05	dxl wait start
2020-06-09-18-29-05	[offset] x:=12.123000,y:=-16.496000,z:=-343.000000
2020-06-09-18-29-05	repicking object : 0
2020-06-09-18-29-06	[offset] x:=12.179000,y:=-16.354000,z:=-343.000000
2020-06-09-18-29-06	repicking object : 0
2020-06-09-18-29-06	dxl wait finish
2020-06-09-18-29-06	grip wait start
2020-06-09-18-29-06	[offset] x:=11.213000,y:=-16.959000,z:=-342.000000
2020-06-09-18-29-06	repicking object : 0
2020-06-09-18-29-07	[offset] x:=12.995000,y:=-15.851000,z:=-342.000000
2020-06-09-18-29-07	repicking object : 0
2020-06-09-18-29-07	[offset] x:=12.599000,y:=-16.450000,z:=-342.000000
2020-06-09-18-29-07	repicking object : 0
2020-06-09-18-29-08	[offset] x:=16.758000,y:=-17.525000,z:=-71.000000
2020-06-09-18-29-08	repicking object : 0
2020-06-09-18-29-08	grip wait finish
2020-06-09-18-29-08	dxl wait start
2020-06-09-18-29-09	[offset] x:=15.024000,y:=-17.362000,z:=-71.000000
2020-06-09-18-29-09	repicking object : 0
2020-06-09-18-29-09	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-09	repicking object : 0
2020-06-09-18-29-09	dxl wait finish
2020-06-09-18-29-09	dxl wait start
2020-06-09-18-29-09	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-09	repicking object : 0
2020-06-09-18-29-10	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-10	repicking object : 0
2020-06-09-18-29-10	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-10	repicking object : 0
2020-06-09-18-29-10	dxl wait finish
2020-06-09-18-29-10	dxl wait start
2020-06-09-18-29-10	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-10	repicking object : 0
2020-06-09-18-29-11	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-11	repicking object : 0
2020-06-09-18-29-11	dxl wait finish
2020-06-09-18-29-11	grip wait start
2020-06-09-18-29-11	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-29-11	repicking object : 0
2020-06-09-18-29-12	[offset] x:=18.348000,y:=-17.877000,z:=-106.000000
2020-06-09-18-29-12	repicking object : 1
2020-06-09-18-29-12	[offset] x:=23.327000,y:=-24.462000,z:=-108.000000
2020-06-09-18-29-12	repicking object : 1
2020-06-09-18-29-13	[offset] x:=22.609000,y:=-23.882000,z:=-107.000000
2020-06-09-18-29-13	repicking object : 1
2020-06-09-18-29-13	[offset] x:=21.835000,y:=-23.727000,z:=-107.000000
2020-06-09-18-29-13	repicking object : 1
2020-06-09-18-29-14	grip wait finish
2020-06-09-18-29-14	dxl wait start
2020-06-09-18-29-14	[offset] x:=21.837000,y:=-23.734000,z:=-107.000000
2020-06-09-18-29-14	repicking object : 1
2020-06-09-18-29-14	dxl wait finish
2020-06-09-18-29-14	dxl wait start
2020-06-09-18-29-14	[offset] x:=22.072000,y:=-25.687000,z:=-107.000000
2020-06-09-18-29-14	repicking object : 1
2020-06-09-18-29-15	[offset] x:=21.751000,y:=-23.825000,z:=-107.000000
2020-06-09-18-29-15	repicking object : 1
2020-06-09-18-29-15	[offset] x:=21.834000,y:=-23.795000,z:=-107.000000
2020-06-09-18-29-15	repicking object : 1
2020-06-09-18-29-15	[offset] x:=21.897000,y:=-23.696000,z:=-107.000000
2020-06-09-18-29-15	repicking object : 1
2020-06-09-18-29-15	dxl wait finish
2020-06-09-18-29-15	dxl wait start
2020-06-09-18-29-16	[offset] x:=21.775000,y:=-23.864000,z:=-107.000000
2020-06-09-18-29-16	repicking object : 1
2020-06-09-18-29-16	[offset] x:=21.719000,y:=-23.876000,z:=-107.000000
2020-06-09-18-29-16	repicking object : 1
2020-06-09-18-29-16	dxl wait finish
2020-06-09-18-29-16	grip wait start
2020-06-09-18-29-19	grip wait finish
2020-06-09-18-29-19	dxl wait start
2020-06-09-18-29-19	dxl wait finish
2020-06-09-18-29-19	dxl wait start
2020-06-09-18-29-21	dxl wait finish
2020-06-09-18-29-21	dxl wait start
2020-06-09-18-29-21	dxl wait finish
2020-06-09-18-29-21	grip wait start
2020-06-09-18-29-23	grip wait finish
2020-06-09-18-29-23	dxl wait start
2020-06-09-18-29-23	dxl wait finish
2020-06-09-18-29-23	dxl wait start
2020-06-09-18-29-25	dxl wait finish
2020-06-09-18-29-25	dxl wait start
2020-06-09-18-29-25	dxl wait finish
2020-06-09-18-29-25	grip wait start
2020-06-09-18-29-27	grip wait finish
2020-06-09-18-29-27	dxl wait start
2020-06-09-18-29-27	dxl wait finish
2020-06-09-18-29-27	dxl wait start
2020-06-09-18-29-28	dxl wait finish
2020-06-09-18-29-28	dxl wait start
2020-06-09-18-29-29	dxl wait finish
2020-06-09-18-29-29	grip wait start
2020-06-09-18-29-32	grip wait finish
2020-06-09-18-29-32	dxl wait start
2020-06-09-18-29-32	dxl wait finish
2020-06-09-18-29-32	dxl wait start
2020-06-09-18-29-33	dxl wait finish
2020-06-09-18-29-33	dxl wait start
2020-06-09-18-29-34	dxl wait finish
2020-06-09-18-29-34	grip wait start
2020-06-09-18-29-37	grip wait finish
2020-06-09-18-29-37	dxl wait start
2020-06-09-18-29-37	dxl wait finish
2020-06-09-18-29-37	dxl wait start
2020-06-09-18-29-38	dxl wait finish
2020-06-09-18-29-38	dxl wait start
2020-06-09-18-29-39	dxl wait finish
2020-06-09-18-29-39	grip wait start
2020-06-09-18-29-41	grip wait finish
2020-06-09-18-29-41	dxl wait start
2020-06-09-18-29-42	dxl wait finish
2020-06-09-18-29-42	dxl wait start
2020-06-09-18-29-43	dxl wait finish
2020-06-09-18-29-43	dxl wait start
