2020-06-09-18-39-50	=============== Application Start ==============
2020-06-09-18-40-05	dxl wait finish
2020-06-09-18-40-05	grip wait start
2020-06-09-18-40-05	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-05	repicking object : 0
2020-06-09-18-40-06	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-06	repicking object : 0
2020-06-09-18-40-06	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-06	repicking object : 0
2020-06-09-18-40-07	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-07	repicking object : 0
2020-06-09-18-40-08	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-08	repicking object : 0
2020-06-09-18-40-08	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-08	repicking object : 0
2020-06-09-18-40-09	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-09	repicking object : 0
2020-06-09-18-40-09	grip wait finish
2020-06-09-18-40-09	dxl wait start
2020-06-09-18-40-10	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-10	repicking object : 0
2020-06-09-18-40-10	dxl wait finish
2020-06-09-18-40-10	dxl wait start
2020-06-09-18-40-10	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-10	repicking object : 0
2020-06-09-18-40-10	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-10	repicking object : 0
2020-06-09-18-40-11	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-11	repicking object : 0
2020-06-09-18-40-11	dxl wait finish
2020-06-09-18-40-11	dxl wait start
2020-06-09-18-40-11	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-11	repicking object : 0
2020-06-09-18-40-11	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-11	repicking object : 0
2020-06-09-18-40-12	dxl wait finish
2020-06-09-18-40-12	grip wait start
2020-06-09-18-40-12	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-12	repicking object : 0
2020-06-09-18-40-12	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-12	repicking object : 0
2020-06-09-18-40-13	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-13	repicking object : 0
2020-06-09-18-40-13	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-13	repicking object : 0
2020-06-09-18-40-14	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-14	repicking object : 0
2020-06-09-18-40-15	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-15	repicking object : 0
2020-06-09-18-40-15	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-15	repicking object : 0
2020-06-09-18-40-16	grip wait finish
2020-06-09-18-40-16	dxl wait start
2020-06-09-18-40-16	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-16	repicking object : 0
2020-06-09-18-40-16	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-16	repicking object : 0
2020-06-09-18-40-16	dxl wait finish
2020-06-09-18-40-16	dxl wait start
2020-06-09-18-40-17	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-17	repicking object : 0
2020-06-09-18-40-17	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-17	repicking object : 0
2020-06-09-18-40-17	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-17	repicking object : 0
2020-06-09-18-40-18	dxl wait finish
2020-06-09-18-40-18	dxl wait start
2020-06-09-18-40-18	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-18	repicking object : 0
2020-06-09-18-40-18	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-18	repicking object : 0
2020-06-09-18-40-18	dxl wait finish
2020-06-09-18-40-18	grip wait start
2020-06-09-18-40-18	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-18	repicking object : 0
2020-06-09-18-40-19	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-19	repicking object : 0
2020-06-09-18-40-19	[offset] x:=30.824000,y:=22.737000,z:=-169.000000
2020-06-09-18-40-19	repicking object : 1
2020-06-09-18-40-20	[offset] x:=13.076000,y:=-12.170000,z:=-174.000000
2020-06-09-18-40-20	repicking object : 1
2020-06-09-18-40-21	[offset] x:=13.267000,y:=-12.219000,z:=-174.000000
2020-06-09-18-40-21	repicking object : 1
2020-06-09-18-40-21	[offset] x:=15.093000,y:=-12.323000,z:=-174.000000
2020-06-09-18-40-21	repicking object : 1
2020-06-09-18-40-22	grip wait finish
2020-06-09-18-40-22	dxl wait start
2020-06-09-18-40-22	[offset] x:=16.261000,y:=-12.628000,z:=-174.000000
2020-06-09-18-40-22	repicking object : 1
2020-06-09-18-40-22	dxl wait finish
2020-06-09-18-40-22	dxl wait start
2020-06-09-18-40-22	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-22	repicking object : 0
2020-06-09-18-40-23	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-23	repicking object : 0
2020-06-09-18-40-23	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-23	repicking object : 0
2020-06-09-18-40-23	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-23	repicking object : 0
2020-06-09-18-40-23	dxl wait finish
2020-06-09-18-40-23	dxl wait start
2020-06-09-18-40-24	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-24	repicking object : 0
2020-06-09-18-40-24	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-24	repicking object : 0
2020-06-09-18-40-24	dxl wait finish
2020-06-09-18-40-24	grip wait start
2020-06-09-18-40-24	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-24	repicking object : 0
2020-06-09-18-40-25	[offset] x:=14.858000,y:=-9.563000,z:=-1.000000
2020-06-09-18-40-25	repicking object : 0
2020-06-09-18-40-26	[offset] x:=18.881000,y:=-12.675000,z:=-0.000000
2020-06-09-18-40-26	repicking object : 0
2020-06-09-18-40-26	[offset] x:=17.731000,y:=-11.985000,z:=-360.000000
2020-06-09-18-40-26	repicking object : 0
2020-06-09-18-40-27	[offset] x:=17.687000,y:=-11.198000,z:=-360.000000
2020-06-09-18-40-27	repicking object : 0
2020-06-09-18-40-27	grip wait finish
2020-06-09-18-40-27	dxl wait start
2020-06-09-18-40-27	[offset] x:=18.033000,y:=-11.057000,z:=-359.000000
2020-06-09-18-40-27	repicking object : 0
2020-06-09-18-40-28	[offset] x:=17.940000,y:=-11.403000,z:=-359.000000
2020-06-09-18-40-28	repicking object : 0
2020-06-09-18-40-28	dxl wait finish
2020-06-09-18-40-28	dxl wait start
2020-06-09-18-40-28	[offset] x:=17.458000,y:=-10.909000,z:=-359.000000
2020-06-09-18-40-28	repicking object : 0
2020-06-09-18-40-29	[offset] x:=17.550000,y:=-10.686000,z:=-359.000000
2020-06-09-18-40-29	repicking object : 0
2020-06-09-18-40-29	[offset] x:=17.967000,y:=-10.564000,z:=-358.000000
2020-06-09-18-40-29	repicking object : 0
2020-06-09-18-40-29	dxl wait finish
2020-06-09-18-40-29	dxl wait start
2020-06-09-18-40-29	[offset] x:=17.441000,y:=-10.660000,z:=-359.000000
2020-06-09-18-40-29	repicking object : 0
2020-06-09-18-40-30	[offset] x:=17.150000,y:=-10.562000,z:=-359.000000
2020-06-09-18-40-30	repicking object : 0
2020-06-09-18-40-30	dxl wait finish
2020-06-09-18-40-30	grip wait start
2020-06-09-18-40-30	[offset] x:=16.681000,y:=-10.846000,z:=-359.000000
2020-06-09-18-40-30	repicking object : 0
2020-06-09-18-40-30	[offset] x:=17.820000,y:=-10.815000,z:=-359.000000
2020-06-09-18-40-30	repicking object : 0
2020-06-09-18-40-31	[offset] x:=17.418000,y:=-10.753000,z:=-359.000000
2020-06-09-18-40-31	repicking object : 0
2020-06-09-18-40-32	[offset] x:=17.390000,y:=-10.671000,z:=-359.000000
2020-06-09-18-40-32	repicking object : 0
2020-06-09-18-40-32	[offset] x:=17.984000,y:=-10.930000,z:=-360.000000
2020-06-09-18-40-32	repicking object : 0
2020-06-09-18-40-33	[offset] x:=11.026000,y:=-15.488000,z:=-272.000000
2020-06-09-18-40-33	repicking object : 0
2020-06-09-18-40-33	grip wait finish
2020-06-09-18-40-33	dxl wait start
2020-06-09-18-40-34	[offset] x:=11.489000,y:=-14.722000,z:=-273.000000
2020-06-09-18-40-34	repicking object : 0
2020-06-09-18-40-34	dxl wait finish
2020-06-09-18-40-34	dxl wait start
2020-06-09-18-40-34	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-34	repicking object : 0
2020-06-09-18-40-34	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-34	repicking object : 0
2020-06-09-18-40-35	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-35	repicking object : 0
2020-06-09-18-40-35	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-35	repicking object : 0
2020-06-09-18-40-35	dxl wait finish
2020-06-09-18-40-35	dxl wait start
2020-06-09-18-40-35	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-35	repicking object : 0
2020-06-09-18-40-36	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-36	repicking object : 0
2020-06-09-18-40-36	dxl wait finish
2020-06-09-18-40-36	grip wait start
2020-06-09-18-40-36	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-36	repicking object : 0
2020-06-09-18-40-37	[offset] x:=17.273000,y:=-8.604000,z:=-174.000000
2020-06-09-18-40-37	repicking object : 1
2020-06-09-18-40-37	[offset] x:=17.796000,y:=-13.946000,z:=-174.000000
2020-06-09-18-40-37	repicking object : 1
2020-06-09-18-40-38	[offset] x:=19.167000,y:=-21.596000,z:=-181.000000
2020-06-09-18-40-38	repicking object : 1
2020-06-09-18-40-38	[offset] x:=18.808000,y:=-21.751000,z:=-181.000000
2020-06-09-18-40-38	repicking object : 1
2020-06-09-18-40-39	[offset] x:=18.847000,y:=-21.876000,z:=-181.000000
2020-06-09-18-40-39	repicking object : 1
2020-06-09-18-40-39	grip wait finish
2020-06-09-18-40-39	dxl wait start
2020-06-09-18-40-39	[offset] x:=18.859000,y:=-21.853000,z:=-181.000000
2020-06-09-18-40-39	repicking object : 1
2020-06-09-18-40-40	[offset] x:=18.872000,y:=-21.821000,z:=-181.000000
2020-06-09-18-40-40	repicking object : 1
2020-06-09-18-40-40	dxl wait finish
2020-06-09-18-40-40	dxl wait start
2020-06-09-18-40-40	[offset] x:=18.621000,y:=-21.933000,z:=-182.000000
2020-06-09-18-40-40	repicking object : 1
2020-06-09-18-40-41	[offset] x:=18.648000,y:=-21.766000,z:=-181.000000
2020-06-09-18-40-41	repicking object : 1
2020-06-09-18-40-41	[offset] x:=18.926000,y:=-21.715000,z:=-181.000000
2020-06-09-18-40-41	repicking object : 1
2020-06-09-18-40-41	[offset] x:=18.895000,y:=-21.870000,z:=-181.000000
2020-06-09-18-40-41	repicking object : 1
2020-06-09-18-40-41	dxl wait finish
2020-06-09-18-40-41	dxl wait start
2020-06-09-18-40-42	[offset] x:=18.452000,y:=-22.133000,z:=-181.000000
2020-06-09-18-40-42	repicking object : 1
2020-06-09-18-40-42	[offset] x:=18.450000,y:=-22.092000,z:=-181.000000
2020-06-09-18-40-42	repicking object : 1
2020-06-09-18-40-42	dxl wait finish
2020-06-09-18-40-42	grip wait start
2020-06-09-18-40-42	[offset] x:=19.605000,y:=-21.692000,z:=-182.000000
2020-06-09-18-40-42	repicking object : 1
2020-06-09-18-40-43	[offset] x:=18.550000,y:=-21.910000,z:=-181.000000
2020-06-09-18-40-43	repicking object : 1
2020-06-09-18-40-43	[offset] x:=18.597000,y:=-21.865000,z:=-181.000000
2020-06-09-18-40-43	repicking object : 1
2020-06-09-18-40-44	[offset] x:=18.727000,y:=-21.899000,z:=-181.000000
2020-06-09-18-40-44	repicking object : 1
2020-06-09-18-40-45	[offset] x:=18.286000,y:=-22.157000,z:=-180.000000
2020-06-09-18-40-45	repicking object : 1
2020-06-09-18-40-45	grip wait finish
2020-06-09-18-40-45	dxl wait start
2020-06-09-18-40-45	[offset] x:=16.081000,y:=-23.240000,z:=-176.000000
2020-06-09-18-40-45	repicking object : 1
2020-06-09-18-40-46	dxl wait finish
2020-06-09-18-40-46	dxl wait start
2020-06-09-18-40-46	[offset] x:=15.191000,y:=-23.419000,z:=-175.000000
2020-06-09-18-40-46	repicking object : 1
2020-06-09-18-40-46	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-46	repicking object : 0
2020-06-09-18-40-47	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-47	repicking object : 0
2020-06-09-18-40-47	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-47	repicking object : 0
2020-06-09-18-40-47	dxl wait finish
2020-06-09-18-40-47	dxl wait start
2020-06-09-18-40-47	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-47	repicking object : 0
2020-06-09-18-40-48	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-48	repicking object : 0
2020-06-09-18-40-48	dxl wait finish
2020-06-09-18-40-48	grip wait start
2020-06-09-18-40-48	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-48	repicking object : 0
2020-06-09-18-40-49	[offset] x:=16.330000,y:=-20.913000,z:=-0.000000
2020-06-09-18-40-49	repicking object : 0
2020-06-09-18-40-49	[offset] x:=15.326000,y:=-24.416000,z:=-274.000000
2020-06-09-18-40-49	repicking object : 0
2020-06-09-18-40-50	[offset] x:=19.129000,y:=-19.800000,z:=-4.000000
2020-06-09-18-40-50	repicking object : 0
2020-06-09-18-40-51	[offset] x:=18.198000,y:=-19.816000,z:=-4.000000
2020-06-09-18-40-51	repicking object : 0
2020-06-09-18-40-51	[offset] x:=17.900000,y:=-19.847000,z:=-3.000000
2020-06-09-18-40-51	repicking object : 0
2020-06-09-18-40-51	grip wait finish
2020-06-09-18-40-51	dxl wait start
2020-06-09-18-40-52	[offset] x:=17.755000,y:=-19.763000,z:=-3.000000
2020-06-09-18-40-52	repicking object : 0
2020-06-09-18-40-52	dxl wait finish
2020-06-09-18-40-52	dxl wait start
2020-06-09-18-40-52	[offset] x:=17.607000,y:=-20.488000,z:=-3.000000
2020-06-09-18-40-52	repicking object : 0
2020-06-09-18-40-52	[offset] x:=17.664000,y:=-19.917000,z:=-3.000000
2020-06-09-18-40-52	repicking object : 0
2020-06-09-18-40-53	[offset] x:=17.816000,y:=-20.422000,z:=-3.000000
2020-06-09-18-40-53	repicking object : 0
2020-06-09-18-40-53	[offset] x:=17.686000,y:=-20.519000,z:=-3.000000
2020-06-09-18-40-53	repicking object : 0
2020-06-09-18-40-53	dxl wait finish
2020-06-09-18-40-53	dxl wait start
2020-06-09-18-40-53	[offset] x:=17.603000,y:=-20.179000,z:=-3.000000
2020-06-09-18-40-53	repicking object : 0
2020-06-09-18-40-54	[offset] x:=17.613000,y:=-20.435000,z:=-3.000000
2020-06-09-18-40-54	repicking object : 0
2020-06-09-18-40-54	dxl wait finish
2020-06-09-18-40-54	grip wait start
2020-06-09-18-40-54	[offset] x:=14.946000,y:=-23.749000,z:=-275.000000
2020-06-09-18-40-54	repicking object : 0
2020-06-09-18-40-55	[offset] x:=17.817000,y:=-19.861000,z:=-4.000000
2020-06-09-18-40-55	repicking object : 0
2020-06-09-18-40-55	[offset] x:=18.655000,y:=-19.963000,z:=-4.000000
2020-06-09-18-40-55	repicking object : 0
2020-06-09-18-40-56	[offset] x:=19.089000,y:=-20.050000,z:=-4.000000
2020-06-09-18-40-56	repicking object : 0
2020-06-09-18-40-57	[offset] x:=13.221000,y:=-23.285000,z:=-277.000000
2020-06-09-18-40-57	repicking object : 0
2020-06-09-18-40-57	[offset] x:=12.064000,y:=-23.583000,z:=-274.000000
2020-06-09-18-40-57	repicking object : 0
2020-06-09-18-40-57	grip wait finish
2020-06-09-18-40-57	dxl wait start
2020-06-09-18-40-58	[offset] x:=15.452000,y:=-17.802000,z:=-274.000000
2020-06-09-18-40-58	repicking object : 0
2020-06-09-18-40-58	dxl wait finish
2020-06-09-18-40-58	dxl wait start
2020-06-09-18-40-58	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-58	repicking object : 0
2020-06-09-18-40-59	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-59	repicking object : 0
2020-06-09-18-40-59	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-59	repicking object : 0
2020-06-09-18-40-59	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-40-59	repicking object : 0
2020-06-09-18-40-59	dxl wait finish
2020-06-09-18-40-59	dxl wait start
2020-06-09-18-41-00	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-41-00	repicking object : 0
2020-06-09-18-41-00	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-41-00	repicking object : 0
2020-06-09-18-41-00	dxl wait finish
2020-06-09-18-41-00	grip wait start
2020-06-09-18-41-00	[offset] x:=21.087000,y:=-9.677000,z:=-173.000000
2020-06-09-18-41-00	repicking object : 1
2020-06-09-18-41-01	[offset] x:=17.440000,y:=-22.620000,z:=-171.000000
2020-06-09-18-41-01	repicking object : 1
2020-06-09-18-41-02	[offset] x:=19.772000,y:=-31.775000,z:=-181.000000
2020-06-09-18-41-02	repicking object : 1
2020-06-09-18-41-02	[offset] x:=19.480000,y:=-31.462000,z:=-181.000000
2020-06-09-18-41-02	repicking object : 1
2020-06-09-18-41-03	[offset] x:=19.384000,y:=-31.598000,z:=-181.000000
2020-06-09-18-41-03	repicking object : 1
2020-06-09-18-41-03	grip wait finish
2020-06-09-18-41-03	dxl wait start
2020-06-09-18-41-04	[offset] x:=19.441000,y:=-31.580000,z:=-181.000000
2020-06-09-18-41-04	repicking object : 1
2020-06-09-18-41-04	[offset] x:=19.359000,y:=-31.637000,z:=-181.000000
2020-06-09-18-41-04	repicking object : 1
2020-06-09-18-41-04	dxl wait finish
2020-06-09-18-41-04	dxl wait start
2020-06-09-18-41-04	[offset] x:=19.399000,y:=-31.656000,z:=-181.000000
2020-06-09-18-41-04	repicking object : 1
2020-06-09-18-41-05	[offset] x:=19.414000,y:=-31.696000,z:=-181.000000
2020-06-09-18-41-05	repicking object : 1
2020-06-09-18-41-05	[offset] x:=19.561000,y:=-31.514000,z:=-181.000000
2020-06-09-18-41-05	repicking object : 1
2020-06-09-18-41-05	dxl wait finish
2020-06-09-18-41-05	dxl wait start
2020-06-09-18-41-05	[offset] x:=19.531000,y:=-31.633000,z:=-181.000000
2020-06-09-18-41-05	repicking object : 1
2020-06-09-18-41-06	[offset] x:=19.378000,y:=-31.587000,z:=-181.000000
2020-06-09-18-41-06	repicking object : 1
2020-06-09-18-41-06	dxl wait finish
2020-06-09-18-41-06	grip wait start
2020-06-09-18-41-06	[offset] x:=19.395000,y:=-31.709000,z:=-181.000000
2020-06-09-18-41-06	repicking object : 1
2020-06-09-18-41-06	[offset] x:=19.428000,y:=-31.641000,z:=-181.000000
2020-06-09-18-41-06	repicking object : 1
2020-06-09-18-41-07	[offset] x:=19.336000,y:=-31.648000,z:=-181.000000
2020-06-09-18-41-07	repicking object : 1
2020-06-09-18-41-08	[offset] x:=19.405000,y:=-31.622000,z:=-181.000000
2020-06-09-18-41-08	repicking object : 1
2020-06-09-18-41-08	[offset] x:=19.299000,y:=-31.657000,z:=-181.000000
2020-06-09-18-41-08	repicking object : 1
2020-06-09-18-41-09	[offset] x:=17.494000,y:=-32.797000,z:=-177.000000
2020-06-09-18-41-09	repicking object : 1
2020-06-09-18-41-10	grip wait finish
2020-06-09-18-41-10	dxl wait start
2020-06-09-18-41-10	[offset] x:=15.843000,y:=-33.192000,z:=-176.000000
2020-06-09-18-41-10	repicking object : 1
2020-06-09-18-41-10	dxl wait finish
2020-06-09-18-41-10	dxl wait start
2020-06-09-18-41-10	[offset] x:=14.554000,y:=-33.288000,z:=-176.000000
2020-06-09-18-41-10	repicking object : 1
2020-06-09-18-41-11	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-41-11	repicking object : 0
2020-06-09-18-41-11	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-41-11	repicking object : 0
2020-06-09-18-41-11	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-41-11	repicking object : 0
2020-06-09-18-41-12	dxl wait finish
2020-06-09-18-41-12	dxl wait start
2020-06-09-18-41-12	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-41-12	repicking object : 0
2020-06-09-18-41-12	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-41-12	repicking object : 0
2020-06-09-18-41-12	dxl wait finish
2020-06-09-18-41-12	grip wait start
2020-06-09-18-41-12	[offset] x:=0.000000,y:=0.000000,z:=-0.000000
2020-06-09-18-41-12	repicking object : 0
2020-06-09-18-41-13	[offset] x:=16.826000,y:=-27.482000,z:=-272.000000
2020-06-09-18-41-13	repicking object : 0
2020-06-09-18-41-13	[offset] x:=14.679000,y:=-34.382000,z:=-270.000000
2020-06-09-18-41-13	repicking object : 0
2020-06-09-18-41-14	[offset] x:=14.900000,y:=-33.921000,z:=-273.000000
2020-06-09-18-41-14	repicking object : 0
2020-06-09-18-41-15	[offset] x:=18.721000,y:=-29.976000,z:=-1.000000
2020-06-09-18-41-15	repicking object : 0
2020-06-09-18-41-16	[offset] x:=18.584000,y:=-29.187000,z:=-360.000000
2020-06-09-18-41-16	repicking object : 0
2020-06-09-18-41-16	grip wait finish
2020-06-09-18-41-16	dxl wait start
2020-06-09-18-41-16	[offset] x:=18.520000,y:=-29.775000,z:=-1.000000
2020-06-09-18-41-16	repicking object : 0
2020-06-09-18-41-16	dxl wait finish
2020-06-09-18-41-16	dxl wait start
2020-06-09-18-41-16	[offset] x:=18.110000,y:=-29.754000,z:=-1.000000
2020-06-09-18-41-16	repicking object : 0
2020-06-09-18-41-17	[offset] x:=18.280000,y:=-29.358000,z:=-360.000000
2020-06-09-18-41-17	repicking object : 0
2020-06-09-18-41-17	[offset] x:=18.077000,y:=-29.548000,z:=-0.000000
2020-06-09-18-41-17	repicking object : 0
